Serial No,Name,Description,Link,Tags
48,Django Software Foundation,The web framework for perfectionists with deadlines.,https://www.djangoproject.com/,"['python', 'django']"
49,Drupal,"Drupal is a Free, Open, Modular CMS written in PHP. Let's make something amazing",https://www.drupal.org,"['php', 'symfony', 'sql', 'javascript', 'drupal 8']"
50,Earth Science Information Partners,Supporting community development of visionary Earth science data technology.,http://esipfed.org,"['python', 'kubernetes', 'jupyter', 'deep learning', 'gdal']"
51,Fedora Project,"Fedora Linux is built on the foundations of Freedom, Friends, Features, & First",https://getfedora.org/,"['python', 'html/css/js', 'rest', 'angular', 'golang']"
52,FFmpeg,"A complete, cross-platform solution to record, convert and stream multimedia.",https://ffmpeg.org/,"['c99', 'assembler']"
53,FOSDEM,The organization that handles all aspects of the FOSDEM conference,https://fosdem.org,"['javascript', 'grafana', 'voctomix', 'influxdb', 'ruby on rails']"
54,FOSSASIA,Improving People's live with Open Tech,https://fossasia.org,"['javascript', 'python', 'java', 'reactjs', 'c']"
55,FOSSology Project,FOSSology is an open source license compliance software system and toolkit.,https://www.fossology.org/,"['postgresql', 'php', 'c/c++', 'jquery', 'bash']"
56,FrameNet Brasil at the Federal University of Juiz de Fora,Natural Language Understanding with structured computational semantics,http://www.ufjf.br/framenetbr-eng/,"['php', 'mysql', 'javascript', 'python']"
57,Free and Open Source Silicon Foundation,Working together to improve the Free and Open Source Silicon ecosystem,https://www.fossi-foundation.org,"['verilog', 'compiler', 'risc-v', 'web development', 'jenkins']"
58,FreeBSD,FreeBSD: The Foundation of the Internet,https://www.FreeBSD.org/,"['c/c++', 'llvm', 'shell script', 'assembly', 'make']"
59,FreeType,FreeType font rendering library,https://freetype.org,"['c', 'gnu make', 'gnu autotools', 'python', 'fonts']"
60,freifunk,Freifunk is a non-commercial initiative for free and open wireless networks.,https://freifunk.net,"['c', 'python', 'ruby', 'openwrt', 'html/css/js']"
61,"Genes, Genomes and Variation",Authoritative databases of genome sequences and their function,http://www.ensembl.org,"['perl', 'mysql', 'javascript', 'python', 'rest']"
62,GENIVI Alliance,Developing open software for IVI and the connected car.,https://www.genivi.org,"['yocto', 'embedded', 'automotive', 'some/ip']"
63,Gentoo Foundation,"A flexible, source-based Linux distribution.",http://www.gentoo.org,"['shell script', 'bash', 'c/c++', 'python', 'linux kernel']"
64,Git,"fast, scalable, distributed revision control system",http://git-scm.com,"['c', 'shell', 'git']"
65,Global Alliance for Genomics and Health,We develop open standards and tools for genomics to benefit human health,https://www.ga4gh.org/,"['java', 'mongodb', 'spring']"
66,GNOME,The elegant and ethical desktop experience,https://www.gnome.org/,"['c', 'javascript', 'gtk+', 'python', 'rust']"
67,GNSS-SDR,An open source Global Navigation Satellite Systems software-defined receiver,https://gnss-sdr.org/,"['c/c++', 'c++ libraries c++11 c++14 c++17 c++20', 'c++17', 'gnss', 'sdr']"
68,GNU Compiler Collection,A set of compilers produced by the GNU project,https://gcc.gnu.org/,"['c/c++', 'gnu autotools']"
69,GNU Mailman,the GNU Mailing List Manager,http://list.org,"['python 3', 'email', 'rest', 'django']"
70,GNU Octave,Free Your Numbers,http://www.octave.org,"['c++', 'hg']"
71,GNU Radio,GNU Radio: The free & open software radio ecosystem.,https://www.gnuradio.org/,"['python', 'c++', 'qt', 'android']"
72,Godot Engine,Multi-platform fully-featured 2D and 3D game engine,https://godotengine.org,"['c++', 'gdscript', 'opengl', 'cpp', 'github']"
73,gprMax,Simulating electromagnetic wave propagation for Ground Penetrating Radar,http://www.gprmax.com,"['python', 'cuda', 'openmp', 'cython', 'mpi']"
74,Haiku,Integrated operating system for personal computers,http://www.haiku-os.org,"['c++', 'unix', 'posix', 'arm', 'x86']"
75,Haskell.Org,"Standardized, statically typed, lazy functional programming language",http://haskell.org,"['haskell', 'ghc', 'servant', 'codeworld', 'cabal']"
76,Hydra Ecosystem,Automate REST APIs. Next generation API clients.,https://www.hydraecosystem.org/,"['python', 'redis', 'flask', 'javascript', 'sql']"
77,INCF,Advancing global collaborative brain research,https://www.incf.org/,"['python', 'javascript', 'jupyter', 'c++', 'xml']"
78,Inkscape,"Inkscape is a professional vector graphics editor for Windows, Mac OS X & Linux.",http://www.inkscape.org/,"['svg', 'css', 'c++11', 'gtk', 'python']"
79,Institut für Angewandte Informatik (InfAI) e.V.,Putting scientific research into practice.,https://infai.org,"['java', 'javascript', 'a-frame', 'neo4j', 'htc vive']"
80,Intel Media And Audio For Linux,Intel Media And Audio For Linux,https://01.org/linuxmedia,"['video', 'audio', 'ffmpeg', 'gstreamer', 'hardware acceleration']"
81,InterMine,"Integrating biological data sources, making it easy to query and analyse data",http://intermine.org/,"['java', 'python', 'javascript', 'clojure', 'r']"
82,Internet Archive,Universal Access to All Knowledge,https://archive.org,"['python', 'javascript', 'node.js', 'php', 'elasticsearch']"
83,Internet Systems Consortium,We support the infrastructure of the Internet with Open Source,https://isc.org,"['c/c++', 'c99', 'mysql', 'python', 'javascript']"
84,JabRef,The open-source reference manager,http://www.jabref.org/,"['java', 'javafx', 'latex']"
85,JBoss Community,Community of Java projects around JBoss Middleware,http://www.jboss.org/,"['java', 'golang', 'react']"
86,JdeRobot - Universidad Rey Juan Carlos,A software toolkit for developing applications in Robotics and Computer Vision,http://jderobot.org,"['ros', 'gazebo', 'python', 'c/c++', 'opencv']"
87,Jenkins project,Open-source automation server for building great things at any scale,http://jenkins.io,"['java', 'javascript', 'docker', 'kubernetes', 'machine learning']"
88,Joomla,"Joomla, the flexible platform empowering website creators.",https://www.joomla.org/,"['php', 'javascript', 'mysql', 'html/css', 'cms']"
89,JSK Robotics Laboratory / The University of Tokyo,JSK is focusing on the fundamental functions & systems for intelligent robots,http://www.jsk.t.u-tokyo.ac.jp/,"['ros', 'lisp']"
90,Kapitan,Generic templated configuration management for kubernetes and more,https://github.com/deepmind/kapitan,"['kubernetes', 'terraform', 'python', 'jinja2', 'jsonnet']"
91,KDE Community,Experience Freedom!,https://www.kde.org/,"['c++', 'qt', 'qt5']"
92,Kiwix,Internet content for people without internet access,https://www.kiwix.org,"['android', 'java', 'c++', 'python', 'javascript']"
93,KNIME,Open for Innovation,https://knime.com,"['javascript', 'java', 'tensorflow']"
94,Kodi Foundation,The ultimate entertainment center,http://www.kodi.tv,"['c++', 'ffmpeg', 'sqlite', 'mysql', 'python']"
95,LabLua,Programming Languages Research with emphasis on the Lua language,http://www.lua.inf.puc-rio.br/,"['lua', 'céu']"
96,Libre Space Foundation,Open-source software and hardware technologies for space,https://libre.space,"['python', 'django', 'arduino', 'raspberry pi', 'c/c++']"
97,LibreHealth,Healthcare for Humanity,https://librehealth.io,"['java', 'javascript', 'webcomponents', 'mysql']"
98,LibreOffice,LibreOffice is a free and open source office suite.,https://www.libreoffice.org,"['c++', 'python', 'java']"
99,Libvirt,virtualization abstraction library,https://libvirt.org/,"['virtualization', 'kvm', 'xen', 'c', 'python']"
100,Linkerd,Ultralight service mesh for Kubernetes and beyond,https://linkerd.io,"['golang', 'rust', 'kubernetes', 'react', 'prometheus']"
101,Liquid Galaxy project,Liquid Galaxy delivers panoramic views across multiple displays and computers,https://www.liquidgalaxy.eu,"['python', 'nodejs', 'android', 'maps api']"
102,LLVM Compiler Infrastructure,LLVM Compiler Infrastructure,http://llvm.org,"['llvm', 'clang']"
103,LuaRocks,The Lua package manager and ecosystem,https://luarocks.org,['lua']
104,MacPorts,Package manager for macOS,https://www.macports.org/,"['tcl', 'c', 'python', 'scripting', 'web']"
105,MariaDB Foundation,One of the most popular databases on the web with many notable users,https://mariadb.org,"['mariadb', 'mysql', 'c', 'c++', 'java']"
106,Matrix.org,"An open network for secure, decentralised communication",https://matrix.org,"['python', 'javascript', 'nodejs', 'postgresql', 'go']"
107,MBDyn - Multibody Dynamics,Scientific mechanical simulation tool for engineering research and development,https://www.mbdyn.org/,"['python', 'c++', 'scripting']"
108,MetaBrainz Foundation Inc,MetaBrainz curates and makes available metadata about music and books.,https://metabrainz.org,"['python', 'perl', 'javascript', 'postgres', 'react']"
109,MIT App Inventor,Anyone Can Build Apps That Impact the World,http://appinventor.mit.edu,"['java', 'javascript', 'android', 'google app engine', 'gwt']"
110,mlpack,"fast, flexible C++ machine learning library",http://www.mlpack.org,['c++']
111,Moira,Moira is a realtime alerting system based on Graphite data,https://moira.readthedocs.io/,"['golang', 'javascript', 'typescript', 'grafana', 'graphite']"
112,Moodle,Empowering educators to improve our world,https://moodle.org/,"['php', 'javascript', 'sql', 'angular', 'ionic']"
113,Mozilla,"The internet for people, not for profit.",https://mozilla.org,"['javascript', 'python', 'rust', 'c++', 'react']"
114,MuseScore,MuseScore is music notation software used by millions of musicians worldwide,https://musescore.org/,"['qt', 'c++', 'cmake']"
115,Named Data Networking Project,A Content-Centric Future Internet architecture,http://named-data.net/,"['java', 'android', 'javascript', 'c++14', 'c#']"
116,National Resource for Network Biology (NRNB),Developing open source software to enable network-based biomedical discovery,http://www.nrnb.org/gsoc.html,"['java', 'javascript', 'python', 'c++', 'web']"
117,Neovim,Vim-fork focused on extensibility and usability,http://neovim.io,"['c', 'lua']"
118,Netfilter project,"Firewalling, NAT and packet mangling for Linux",https://www.netfilter.org,"['c', 'linux kernel']"
119,NumFOCUS,"Promoting open practices in research, data, and scientific computing.",http://numfocus.org/,"['python', 'javascript', 'c/c++', 'r']"
120,NV Access,Empowering lives through non-visual access to technology,https://www.nvaccess.org/,"['python', 'c++', 'ui automation', 'iaccessible2', 'win32 api']"
121,Open Astronomy,Opening the eyes of research astronomy software to the whole world.,http://www.OpenAstronomy.org,"['python', 'julia', 'c++', 'numba']"
122,Open Bioinformatics Foundation,Promoting practice & philosophy of OSS & Open Science in biological research.,https://www.open-bio.org/,"['python', 'perl', 'java', 'javascript', 'biojs']"
123,Open Chemistry,Advancing Open Source and Open Science for Chemistry,https://openchemistry.org/,"['c++', 'python', 'opengl', 'javascript', 'html']"
124,Open Data Kit,Open Data Kit is used to collect data for social good in difficult environments.,https://opendatakit.org,"['android', 'java']"
125,Open Roberta,Open Roberta® Lab is an online IDE introducing kids to program robots with NEPO®,https://lab.open-roberta.org/,"['java', 'javascript']"
126,Open Source Robotics Foundation,"Open source software for use in robotics research, education and industry",https://www.openrobotics.org/,"['ros', 'gazebo', 'c++', 'python']"
127,Open Technologies Aliance - GFOSS,Promote Openness through use and development of Open Standards and Open Source,http://www.gfoss.eu,"['python', 'javascript', 'gtk', 'qt', 'arduino']"
128,OpenCV,Open Source Computer Vision and Deep Learning Library,https://opencv.org,"['c++', 'python']"
129,OpenMRS,Write code. Save lives.,https://openmrs.org/,"['java', 'javascript', 'spring', 'mysql', 'android']"
130,OpenStreetMap,Creating and distributing free geographic data for the world.,https://www.openstreetmap.org/,"['javascript', 'ruby', 'java', 'c/c++']"
131,OpenWISP,A Hackable Network Management System for the 21st Century,http://openwisp.org,"['python', 'django', 'javascript', 'ansible', 'openwrt']"
132,Oppia Foundation,"Collaborative tools for creating free, effective and enjoyable online lessons",https://github.com/oppia/oppia,"['angularjs', 'python', 'javascript', 'app engine', 'css']"
133,OSGeo,The Open Source Geospatial Foundation,https://osgeo.org,"['c/c++', 'python', 'sql', 'open source databases', 'java']"
134,OWASP Foundation,"OWASP, The Open Web Application Security Project.",https://www.owasp.org,"['python', 'java', 'javascript', 'php']"
135,PEcAn Project,"Ecosystem science, policy, and management informed by the best data and models",http://pecanproject.org,"['r', 'python', 'postgresql', 'docker', 'singularity']"
136,Percona,Unbiased open source database experts.,http://www.percona.com,"['mysql', 'postgresql', 'prometheus', 'javascript', 'selenium']"
137,Performance Co-Pilot,Performance Co-Pilot - system-level performance analysis toolkit,https://pcp.io,"['python', 'redis', 'c', 'linux', 'javascript']"
138,Pharo Consortium,The immersive programming experience,https://pharo.org/,"['pharo', 'squeak', 'smalltalk', 'ide', 'os']"
139,phpMyAdmin,A web interface for MySQL written in PHP,https://www.phpmyadmin.net,"['php', 'mysql', 'bootstrap', 'javascript', 'cakephp']"
140,Pitivi,Allowing everyone on the planet to express themselves through filmmaking,http://pitivi.org/,"['python 3', 'gtk', 'gstreamer', 'c']"
141,PostgreSQL,The World's Most Advanced Open Source Database,https://www.postgresql.org,"['postgresql', 'sql', 'rdbms', 'c']"
142,Project PANOPTES,Discover New Worlds,https://projectpanoptes.org,"['python 3', 'arduino', 'cloud']"
143,Public Lab,Open hardware and software to help communities measure and analyze pollution,https://publiclab.org,"['ruby on rails', 'javascript', 'node.js', 'raspberry pi']"
144,Purr Data,Visual Programming Language for Realtime Multimedia,https://www.purrdata.net/,"['javascript', 'node.js', 'html5', 'c/c++']"
145,Python Software Foundation,Python is a programming language used by software developers and scientists.,https://www.python.org/,['python']
146,QEMU,Open source machine emulator and virtualizer,https://www.qemu.org/,"['linux', 'kvm', 'c', 'virtualization']"
147,R project for statistical computing,R is a free software environment for statistical computing and graphics,https://www.r-project.org/,"['r-project', 'c', 'c++', 'fortran', 'javascript']"
148,ReactOS,Open your windows to freedom!,https://reactos.org,"['c', 'c++', 'nt', 'win32', 'php']"
149,Read the Docs,Documentation Simplified,https://readthedocs.org,"['python', 'django', 'documentation', 'sphinx']"
150,Red Hen Lab,Research on Multimodal Communication,http://redhenlab.org,"['nlp', 'python', 'asr', 'opencv', 'machine learning']"
151,RoboComp,An open-source framework to develop and manage robot components.,http://robocomp.org,"['python', 'c++11', 'component-based development', 'qt', 'opencv']"
152,Rocket.Chat,The ultimate open source team chat and collaboration platform,https://github.com/RocketChat/Rocket.Chat,"['javascript', 'node.js', 'react', 'ios', 'android']"
153,RTEMS Project,RTEMS is a real-time operating system kernel used around the world and in space.,https://www.rtems.org/,"['c/c++', 'python', 'assembly', 'posix', 'bsd unix']"
154,Ruby,The Ruby programming language and other libraries,https://ruby-lang.org,"['ruby', 'c']"
155,Ruby Science Foundation,Tools for scientific computation in Ruby,http://sciruby.com/,"['ruby', 'c/c++', 'cuda', 'ai', 'machine learning']"
156,SageMath,open-source mathematics software system,https://www.sagemath.org/,"['python', 'cython']"
157,Salesforce,"From the kernel to the browser, open source projects from Salesforce.",https://opensource.salesforce.com/,"['scala', 'apache spark', 'javascript', 'nodejs', 'react']"
158,Samba,Samba is the standard Windows interoperability suite of programs for Linux/Unix.,https://www.samba.org/,"['c', 'smb']"
159,SCoRe Lab (Sustainable Computing Research Lab),"SCoRe has conducted research covering various aspects of Security, Mobile & IOT.",http://www.scorelab.org/,"['python', 'nodejs', 'android', 'golang']"
160,ScummVM,ScummVM is a GSoC umbrella for game preservation projects,http://www.scummvm.org,"['c/c++', 'sdl', 'opengl', 'assembly', 'lua']"
161,shogun.ml,Unified and efficient Machine Learning,http://shogun.ml/,"['c++11', 'c++17', 'python', 'swig', 'cmake']"
162,Software and Computational Systems Lab at LMU Munich,"Software Analysis, Software Verification, and Benchmarking",https://www.sosy-lab.org/,"['python', 'java', 'javascript']"
163,Software Heritage,The Great Library of Source Code,https://www.softwareheritage.org,"['python', 'javascript', 'postgres', 'django', 'git']"
164,SPDX (Software Product Data Exchange),Promoting open source compliance through standard communication of SW licenses.,https://spdx.org/,"['python', 'java', 'golang', 'xml']"
165,strace,linux syscall tracer,https://strace.io,"['linux', 'c', 'shell script', 'make', 'awk']"
166,Submitty,Programming assignment submission with automated grading and manual TA grading,http://submitty.org,"['php', 'python', 'postgresql', 'c++', 'javascript']"
167,Sugar Labs,"Sugar is an activity-focused, open-source learning platform for children.",https://sugarlabs.org,"['python', 'javascript']"
168,Swift,Swift is a high-performance application and system programming language.,https://swift.org,"['swift', 'programming languages', 'compilers', 'ios', 'server']"
169,SymbiFlow,A completely FOSS toolchain for FPGAs.,https://symbiflow.github.io,"['verilog', 'fpga', 'xilinx']"
170,SymPy,SymPy is a Python library for symbolic mathematics.,https://www.sympy.org/,['python']
171,Synfig,Open-source 2D animation software,https://www.synfig.org/,"['c++', 'gtk', 'gtkmm']"
172,syslog-ng,Open source log management solution with over a million users worldwide.,https://www.syslog-ng.com/,"['c', 'python', 'rest', 'json', 'elasticsearch']"
173,TensorFlow,An open-source machine learning framework for everyone.,https://www.tensorflow.org,"['machine learning', 'deep learning', 'python', 'c/c++', 'data analysis']"
174,The Apache Software Foundation,Providing open source software to the public free of charge,https://www.apache.org,"['java', 'c/c++']"
175,The Center for Connected Learning and Computer-Based Modeling,NetLogo: A language and IDE for programming and scientific simulations,http://ccl.northwestern.edu/netlogo,"['javascript', 'scala']"
176,The Eclipse Foundation,The Platform for Open Innovation and Collaboration,http://www.eclipse.org,"['java', 'jakarta', 'javascript', 'openj9']"
177,The GNU Project,GNU is an operating system that is free software and respects users' freedom,http://www.gnu.org,['operating systems']
178,The Honeynet Project,The Honeynet Project - R&D for Honeypot/Honeynet Technology and InfoSec Research,https://honeynet.org/,"['python', 'go', 'c/c++', 'linux', 'data analysis']"
179,The Java Pathfinder Team,An extensible software analysis framework for Java bytecode,https://github.com/javapathfinder,"['java', 'jvm', 'bytecode', 'android', 'distributed systems']"
180,The Julia Language,A fresh approach to Technical Computing,http://www.julialang.org,['julia']
181,The Libreswan Project,Encrypting the Internet with IKE and IPsec.,https://libreswan.org/,"['c', 'nss', 'virtualization', 'python', 'web']"
182,The Linux Foundation,A non-profit consortium dedicated to fostering the growth of Linux,http://www.linuxfoundation.org/,"['c', 'c++', 'cups', 'ipp']"
183,The Mifos Initiative,End Poverty One Line of Code at a Time,https://mifos.org,"['android', 'spring', 'java', 'angular', 'mysql']"
184,The NetBSD Foundation,Of course it runs NetBSD,https://www.NetBSD.org/,"['c', 'bsd', 'make']"
185,The ns-3 Network Simulator Project,ns-3 is a packet-level network simulator for research and education.,https://www.nsnam.org,"['c/c++', 'python']"
186,The Perl Foundation,Devoted to the advancement of the Perl languages through discussion and code,https://perlfoundation.org,"['c', 'perl', 'regular expressions', 'perl6', 'perl5']"
187,The Postgres Operator,A project to create an open-sourced managed Postgresql service for Kubernetes,https://github.com/zalando-incubator/postgres-operator,"['postgresql', 'kubernetes', 'golang', 'operator', 'patroni']"
188,The Processing Foundation,Our goal is to empower people of all backgrounds to learn how to program.,http://processingfoundation.org,"['java', 'javascript', 'python', 'android', 'opengl']"
189,The Terasology Foundation,Voxel world game/engine with a large focus on extensibility and developer tools,https://terasology.org/,"['java', 'lwjgl', 'opengl', 'blender', 'gradle']"
190,The Vega Project at the University of Washington,"Declarative formats & Applications for Creating, Saving & Sharing Visualizations",http://vega.github.io/,"['typescript', 'd3', 'vega', 'vega-lite', 'react']"
191,The Wine Project,"Wine runs Windows applications on Linux, BSD, Solaris, macOS and Android.",https://www.winehq.org/,"['c', 'opengl', 'directx', 'x11', 'win32']"
192,TimVideos.us,"Software & hardware for recording + streaming conferences, meetings, user groups",https://code.timvideos.us,"['python', 'verilog', 'vhdl', 'c', 'fpga']"
193,Tokio,The asynchronous run-time for the Rust programming language.,https://tokio.rs,"['tokio_rs', 'rust']"
194,Tungsten Fabric,"Secure software defined networking for any cloud, anywhere.",https://tungsten.io,"['linux', 'kubernetes', 'python', 'networking', 'c/c++']"
195,UCSC Xena,Helping biologists see the bigger picture in diverse cancer genomics data,http://xena.ucsc.edu,"['javascript', 'python', 'clojure', 'react']"
196,VideoLAN,VideoLAN is a team of volunteers believing in FOSS to rock the multimedia world.,https://www.videolan.org,"['c', 'opengl', 'qt', 'assembly', 'c++']"
197,webpack,webpack is THE build tool for modern web applications run on NodeJS,https://webpack.js.org/,"['javascript', 'web development', 'webasssembly', 'node.js', 'html5/css3']"
198,Wikimedia Foundation,Global movement whose mission is to bring free educational content to the world,http://wikimediafoundation.org/,"['php', 'javascript', 'html', 'css', 'python']"
199,X.Org Foundation,"X Window System and related projects (Mesa, DRI, Wayland, etc.)",http://www.x.org,"['opengl', 'vulkan', 'x11', 'wayland', 'opencl']"
200,Xapian Search Engine Library,"Fast, scalable and flexible search",https://xapian.org/,"['c++', 'unicode', 'swig', 'linux']"
201,Xi Editor,A modern text editor with a backend written in Rust.,https://xi-editor.io/,"['rust', 'swift']"
202,XMPP Standards Foundation (XSF),Secure and federated communication with open standards,https://xmpp.org,"['asynchronous i/o', 'lua', 'xmpp', 'java', 'python 3']"
203,xpra,"screen for X11, remote access for MS Windows and Mac OS",https://xpra.org/,"['python', 'javascript', 'c']"
204,XWiki,The Advanced Open Source Enterprise Wiki,http://www.xwiki.org/,"['java', 'javascript', 'html5', 'css3', 'velocity']"
205,Zulip Open Source Project,"Powerful, modern, open source team chat, complete with apps for every platform.",https://zulipchat.com,"['python', 'react native', 'django', 'javascript', 'electron']"
206,ZynAddSubFX,An open source musical software synthesizer with a wide range of possibilities,http://zynaddsubfx.sf.net,"['c/c++', 'ruby', 'midi', 'open-sound-control', 'opengl']"
